frame.number,frame.time,ip.src,ip.dst,tcp.srcport,tcp.dstport,udp.srcport,udp.dstport,icmp.type,icmp.code,frame.len,_ws.col.protocol,_ws.col.info
109,Apr 21, 2024 13:13:04.863960000 EDT,127.0.0.1,127.0.0.1,1887,49997,,,,,65549,TCP,1887 → 49997 [ACK] Seq=1761978 Ack=13 Win=512 Len=65483 TSval=3719264122 TSecr=3719264115
110,Apr 21, 2024 13:13:04.863985000 EDT,127.0.0.1,127.0.0.1,1887,49997,,,,,65549,TCP,1887 → 49997 [ACK] Seq=1827461 Ack=13 Win=512 Len=65483 TSval=3719264122 TSecr=3719264115
111,Apr 21, 2024 13:13:04.864211000 EDT,127.0.0.1,127.0.0.1,1887,57115,,,,,32834,TCP,1887 → 57115 [ACK] Seq=65537 Ack=1 Win=512 Len=32768 TSval=3719264123 TSecr=3719264123
112,Apr 21, 2024 13:13:04.864214000 EDT,127.0.0.1,127.0.0.1,1887,57115,,,,,32834,TCP,1887 → 57115 [PSH, ACK] Seq=98305 Ack=1 Win=512 Len=32768 TSval=3719264123 TSecr=3719264123
113,Apr 21, 2024 13:13:04.864385000 EDT,127.0.0.1,127.0.0.1,1887,36619,,,,,32834,TCP,1887 → 36619 [ACK] Seq=65537 Ack=1 Win=512 Len=32768 TSval=3719264123 TSecr=3719264123
114,Apr 21, 2024 13:13:04.864388000 EDT,127.0.0.1,127.0.0.1,1887,36619,,,,,32834,TCP,1887 → 36619 [PSH, ACK] Seq=98305 Ack=1 Win=512 Len=32768 TSval=3719264123 TSecr=3719264123
115,Apr 21, 2024 13:13:04.864488000 EDT,127.0.0.1,127.0.0.1,1887,36619,,,,,32834,TCP,1887 → 36619 [ACK] Seq=131073 Ack=1 Win=512 Len=32768 TSval=3719264123 TSecr=3719264123
116,Apr 21, 2024 13:13:04.864491000 EDT,127.0.0.1,127.0.0.1,1887,36619,,,,,32834,TCP,1887 → 36619 [PSH, ACK] Seq=163841 Ack=1 Win=512 Len=32768 TSval=3719264123 TSecr=3719264123
117,Apr 21, 2024 13:13:04.864599000 EDT,127.0.0.1,127.0.0.1,1887,36619,,,,,32834,TCP,1887 → 36619 [ACK] Seq=196609 Ack=1 Win=512 Len=32768 TSval=3719264123 TSecr=3719264123
118,Apr 21, 2024 13:13:04.864602000 EDT,127.0.0.1,127.0.0.1,1887,36619,,,,,32834,TCP,1887 → 36619 [PSH, ACK] Seq=229377 Ack=1 Win=512 Len=32768 TSval=3719264123 TSecr=3719264123
119,Apr 21, 2024 13:13:04.864635000 EDT,127.0.0.1,127.0.0.1,1887,36619,,,,,32834,TCP,1887 → 36619 [ACK] Seq=262145 Ack=1 Win=512 Len=32768 TSval=3719264123 TSecr=3719264123
120,Apr 21, 2024 13:13:04.864639000 EDT,127.0.0.1,127.0.0.1,1887,36619,,,,,32834,TCP,1887 → 36619 [PSH, ACK] Seq=294913 Ack=1 Win=512 Len=32768 TSval=3719264123 TSecr=3719264123
121,Apr 21, 2024 13:13:04.864642000 EDT,127.0.0.1,127.0.0.1,1887,36619,,,,,32834,TCP,1887 → 36619 [ACK] Seq=327681 Ack=1 Win=512 Len=32768 TSval=3719264123 TSecr=3719264123
122,Apr 21, 2024 13:13:04.864645000 EDT,127.0.0.1,127.0.0.1,1887,36619,,,,,32834,TCP,1887 → 36619 [PSH, ACK] Seq=360449 Ack=1 Win=512 Len=32768 TSval=3719264123 TSecr=3719264123
123,Apr 21, 2024 13:13:04.864683000 EDT,127.0.0.1,127.0.0.1,1887,36619,,,,,32834,TCP,1887 → 36619 [ACK] Seq=393217 Ack=1 Win=512 Len=32768 TSval=3719264123 TSecr=3719264123
124,Apr 21, 2024 13:13:04.864686000 EDT,127.0.0.1,127.0.0.1,1887,36619,,,,,32834,TCP,1887 → 36619 [PSH, ACK] Seq=425985 Ack=1 Win=512 Len=32768 TSval=3719264123 TSecr=3719264123
125,Apr 21, 2024 13:13:04.864690000 EDT,127.0.0.1,127.0.0.1,1887,36619,,,,,32834,TCP,1887 → 36619 [ACK] Seq=458753 Ack=1 Win=512 Len=32768 TSval=3719264123 TSecr=3719264123
126,Apr 21, 2024 13:13:04.864693000 EDT,127.0.0.1,127.0.0.1,1887,36619,,,,,32834,TCP,1887 → 36619 [ACK] Seq=491521 Ack=1 Win=512 Len=32768 TSval=3719264123 TSecr=3719264123
127,Apr 21, 2024 13:13:04.864696000 EDT,127.0.0.1,127.0.0.1,1887,36619,,,,,32834,TCP,1887 → 36619 [PSH, ACK] Seq=524289 Ack=1 Win=512 Len=32768 TSval=3719264123 TSecr=3719264123
128,Apr 21, 2024 13:13:04.864724000 EDT,127.0.0.1,127.0.0.1,1887,36619,,,,,32834,TCP,1887 → 36619 [ACK] Seq=557057 Ack=1 Win=512 Len=32768 TSval=3719264123 TSecr=3719264123
129,Apr 21, 2024 13:13:04.864727000 EDT,127.0.0.1,127.0.0.1,1887,36619,,,,,32834,TCP,1887 → 36619 [PSH, ACK] Seq=589825 Ack=1 Win=512 Len=32768 TSval=3719264123 TSecr=3719264123
130,Apr 21, 2024 13:13:04.864730000 EDT,127.0.0.1,127.0.0.1,1887,36619,,,,,32834,TCP,1887 → 36619 [ACK] Seq=622593 Ack=1 Win=512 Len=32768 TSval=3719264123 TSecr=3719264123
131,Apr 21, 2024 13:13:04.864752000 EDT,127.0.0.1,127.0.0.1,1887,36619,,,,,32834,TCP,1887 → 36619 [PSH, ACK] Seq=655361 Ack=1 Win=512 Len=32768 TSval=3719264123 TSecr=3719264123
132,Apr 21, 2024 13:13:04.864756000 EDT,127.0.0.1,127.0.0.1,1887,36619,,,,,32834,TCP,1887 → 36619 [ACK] Seq=688129 Ack=1 Win=512 Len=32768 TSval=3719264123 TSecr=3719264123
133,Apr 21, 2024 13:13:04.864777000 EDT,127.0.0.1,127.0.0.1,1887,36619,,,,,32834,TCP,1887 → 36619 [PSH, ACK] Seq=720897 Ack=1 Win=512 Len=32768 TSval=3719264123 TSecr=3719264123
134,Apr 21, 2024 13:13:04.864780000 EDT,127.0.0.1,127.0.0.1,1887,36619,,,,,32834,TCP,1887 → 36619 [ACK] Seq=753665 Ack=1 Win=512 Len=32768 TSval=3719264123 TSecr=3719264123
135,Apr 21, 2024 13:13:04.866171000 EDT,127.0.0.1,127.0.0.1,1887,34935,,,,,32834,TCP,1887 → 34935 [ACK] Seq=65537 Ack=1 Win=512 Len=32768 TSval=3719264124 TSecr=3719264124
136,Apr 21, 2024 13:13:04.866174000 EDT,127.0.0.1,127.0.0.1,1887,34935,,,,,32834,TCP,1887 → 34935 [PSH, ACK] Seq=98305 Ack=1 Win=512 Len=32768 TSval=3719264124 TSecr=3719264124
137,Apr 21, 2024 13:13:04.866274000 EDT,127.0.0.1,127.0.0.1,1887,34935,,,,,32834,TCP,1887 → 34935 [ACK] Seq=131073 Ack=1 Win=512 Len=32768 TSval=3719264125 TSecr=3719264125
138,Apr 21, 2024 13:13:04.866278000 EDT,127.0.0.1,127.0.0.1,1887,34935,,,,,32834,TCP,1887 → 34935 [PSH, ACK] Seq=163841 Ack=1 Win=512 Len=32768 TSval=3719264125 TSecr=3719264125
139,Apr 21, 2024 13:13:04.866384000 EDT,127.0.0.1,127.0.0.1,1887,34935,,,,,32834,TCP,1887 → 34935 [ACK] Seq=196609 Ack=1 Win=512 Len=32768 TSval=3719264125 TSecr=3719264125
140,Apr 21, 2024 13:13:04.866387000 EDT,127.0.0.1,127.0.0.1,1887,34935,,,,,32834,TCP,1887 → 34935 [PSH, ACK] Seq=229377 Ack=1 Win=512 Len=32768 TSval=3719264125 TSecr=3719264125
141,Apr 21, 2024 13:13:04.866418000 EDT,127.0.0.1,127.0.0.1,1887,34935,,,,,32834,TCP,1887 → 34935 [ACK] Seq=262145 Ack=1 Win=512 Len=32768 TSval=3719264125 TSecr=3719264125
142,Apr 21, 2024 13:13:04.866422000 EDT,127.0.0.1,127.0.0.1,1887,34935,,,,,32834,TCP,1887 → 34935 [PSH, ACK] Seq=294913 Ack=1 Win=512 Len=32768 TSval=3719264125 TSecr=3719264125
143,Apr 21, 2024 13:13:04.866425000 EDT,127.0.0.1,127.0.0.1,1887,34935,,,,,32834,TCP,1887 → 34935 [ACK] Seq=327681 Ack=1 Win=512 Len=32768 TSval=3719264125 TSecr=3719264125
144,Apr 21, 2024 13:13:04.866428000 EDT,127.0.0.1,127.0.0.1,1887,34935,,,,,32834,TCP,1887 → 34935 [PSH, ACK] Seq=360449 Ack=1 Win=512 Len=32768 TSval=3719264125 TSecr=3719264125
145,Apr 21, 2024 13:13:04.866453000 EDT,127.0.0.1,127.0.0.1,1887,34935,,,,,32834,TCP,1887 → 34935 [ACK] Seq=393217 Ack=1 Win=512 Len=32768 TSval=3719264125 TSecr=3719264125
146,Apr 21, 2024 13:13:04.866457000 EDT,127.0.0.1,127.0.0.1,1887,34935,,,,,32834,TCP,1887 → 34935 [PSH, ACK] Seq=425985 Ack=1 Win=512 Len=32768 TSval=3719264125 TSecr=3719264125
147,Apr 21, 2024 13:13:04.866460000 EDT,127.0.0.1,127.0.0.1,1887,34935,,,,,32834,TCP,1887 → 34935 [ACK] Seq=458753 Ack=1 Win=512 Len=32768 TSval=3719264125 TSecr=3719264125
148,Apr 21, 2024 13:13:04.869207000 EDT,127.0.0.1,127.0.0.1,1887,57115,,,,,32834,TCP,[TCP Retransmission] 1887 → 57115 [PSH, ACK] Seq=98305 Ack=1 Win=512 Len=32768 TSval=3719264128 TSecr=3719264123
149,Apr 21, 2024 13:13:04.869212000 EDT,127.0.0.1,127.0.0.1,1887,49997,,,,,41700,TCP,[TCP Previous segment not captured] 1887 → 49997 [PSH, ACK] Seq=1958427 Ack=13 Win=512 Len=41634 TSval=3719264128 TSecr=3719264122
150,Apr 21, 2024 13:13:04.869219000 EDT,127.0.0.1,127.0.0.1,1887,54727,,,,,41700,TCP,[TCP Previous segment not captured] 1887 → 54727 [PSH, ACK] Seq=1458412 Ack=13 Win=512 Len=41634 TSval=3719264128 TSecr=3719264121
151,Apr 21, 2024 13:13:04.870234000 EDT,127.0.0.1,127.0.0.1,47771,1887,,,,,65549,TCP,47771 → 1887 [ACK] Seq=229271 Ack=1 Win=512 Len=65483 TSval=3719264129 TSecr=3719264128
152,Apr 21, 2024 13:13:04.870289000 EDT,127.0.0.1,127.0.0.1,47771,1887,,,,,65549,TCP,47771 → 1887 [ACK] Seq=294754 Ack=1 Win=512 Len=65483 TSval=3719264129 TSecr=3719264129
153,Apr 21, 2024 13:13:04.870325000 EDT,127.0.0.1,127.0.0.1,47771,1887,,,,,65549,TCP,47771 → 1887 [ACK] Seq=360237 Ack=1 Win=512 Len=65483 TSval=3719264129 TSecr=3719264129
154,Apr 21, 2024 13:13:04.870355000 EDT,127.0.0.1,127.0.0.1,47771,1887,,,,,65549,TCP,47771 → 1887 [ACK] Seq=425720 Ack=1 Win=512 Len=65483 TSval=3719264129 TSecr=3719264129
155,Apr 21, 2024 13:13:04.870554000 EDT,127.0.0.1,127.0.0.1,47771,1887,,,,,65549,TCP,[TCP Previous segment not captured] 47771 → 1887 [ACK] Seq=500016 Ack=1 Win=512 Len=65483 TSval=3719264129 TSecr=3719264129
156,Apr 21, 2024 13:13:04.870615000 EDT,127.0.0.1,127.0.0.1,47771,1887,,,,,65549,TCP,47771 → 1887 [ACK] Seq=565499 Ack=1 Win=512 Len=65483 TSval=3719264129 TSecr=3719264129
157,Apr 21, 2024 13:13:04.870667000 EDT,127.0.0.1,127.0.0.1,47771,1887,,,,,65549,TCP,47771 → 1887 [ACK] Seq=630982 Ack=1 Win=512 Len=65483 TSval=3719264129 TSecr=3719264129
158,Apr 21, 2024 13:13:04.870712000 EDT,127.0.0.1,127.0.0.1,47771,1887,,,,,65549,TCP,47771 → 1887 [ACK] Seq=696465 Ack=1 Win=512 Len=65483 TSval=3719264129 TSecr=3719264129
159,Apr 21, 2024 13:13:04.870751000 EDT,127.0.0.1,127.0.0.1,47771,1887,,,,,65549,TCP,47771 → 1887 [ACK] Seq=761948 Ack=1 Win=512 Len=65483 TSval=3719264129 TSecr=3719264129
160,Apr 21, 2024 13:13:04.870787000 EDT,127.0.0.1,127.0.0.1,47771,1887,,,,,65549,TCP,47771 → 1887 [ACK] Seq=827431 Ack=1 Win=512 Len=65483 TSval=3719264129 TSecr=3719264129
161,Apr 21, 2024 13:13:04.870820000 EDT,127.0.0.1,127.0.0.1,47771,1887,,,,,65549,TCP,47771 → 1887 [ACK] Seq=892914 Ack=1 Win=512 Len=65483 TSval=3719264129 TSecr=3719264129
162,Apr 21, 2024 13:13:04.870842000 EDT,127.0.0.1,127.0.0.1,47771,1887,,,,,41700,TCP,47771 → 1887 [PSH, ACK] Seq=958397 Ack=1 Win=512 Len=41634 TSval=3719264129 TSecr=3719264129
163,Apr 21, 2024 13:13:04.870926000 EDT,127.0.0.1,127.0.0.1,1887,57115,,,,,32834,TCP,1887 → 57115 [ACK] Seq=131073 Ack=1 Win=512 Len=32768 TSval=3719264129 TSecr=3719264129
164,Apr 21, 2024 13:13:04.870930000 EDT,127.0.0.1,127.0.0.1,1887,57115,,,,,32834,TCP,1887 → 57115 [PSH, ACK] Seq=163841 Ack=1 Win=512 Len=32768 TSval=3719264129 TSecr=3719264129
165,Apr 21, 2024 13:13:04.870987000 EDT,127.0.0.1,127.0.0.1,47771,1887,,,,,65549,TCP,47771 → 1887 [ACK] Seq=1000031 Ack=1 Win=512 Len=65483 TSval=3719264129 TSecr=3719264129
166,Apr 21, 2024 13:13:04.871046000 EDT,127.0.0.1,127.0.0.1,47771,1887,,,,,65549,TCP,47771 → 1887 [ACK] Seq=1065514 Ack=1 Win=512 Len=65483 TSval=3719264129 TSecr=3719264129
167,Apr 21, 2024 13:13:04.871056000 EDT,127.0.0.1,127.0.0.1,1887,57115,,,,,32834,TCP,1887 → 57115 [ACK] Seq=196609 Ack=1 Win=512 Len=32768 TSval=3719264129 TSecr=3719264129
168,Apr 21, 2024 13:13:04.871059000 EDT,127.0.0.1,127.0.0.1,1887,57115,,,,,32834,TCP,1887 → 57115 [PSH, ACK] Seq=229377 Ack=1 Win=512 Len=32768 TSval=3719264129 TSecr=3719264129
169,Apr 21, 2024 13:13:04.871093000 EDT,127.0.0.1,127.0.0.1,1887,57115,,,,,32834,TCP,1887 → 57115 [ACK] Seq=262145 Ack=1 Win=512 Len=32768 TSval=3719264129 TSecr=3719264129
170,Apr 21, 2024 13:13:04.871098000 EDT,127.0.0.1,127.0.0.1,47771,1887,,,,,65549,TCP,47771 → 1887 [ACK] Seq=1130997 Ack=1 Win=512 Len=65483 TSval=3719264129 TSecr=3719264129
171,Apr 21, 2024 13:13:04.871097000 EDT,127.0.0.1,127.0.0.1,1887,57115,,,,,32834,TCP,1887 → 57115 [PSH, ACK] Seq=294913 Ack=1 Win=512 Len=32768 TSval=3719264129 TSecr=3719264129
172,Apr 21, 2024 13:13:04.871100000 EDT,127.0.0.1,127.0.0.1,1887,57115,,,,,32834,TCP,1887 → 57115 [ACK] Seq=327681 Ack=1 Win=512 Len=32768 TSval=3719264129 TSecr=3719264129
173,Apr 21, 2024 13:13:04.871103000 EDT,127.0.0.1,127.0.0.1,1887,57115,,,,,32834,TCP,1887 → 57115 [PSH, ACK] Seq=360449 Ack=1 Win=512 Len=32768 TSval=3719264129 TSecr=3719264129
174,Apr 21, 2024 13:13:04.871143000 EDT,127.0.0.1,127.0.0.1,47771,1887,,,,,65549,TCP,47771 → 1887 [ACK] Seq=1196480 Ack=1 Win=512 Len=65483 TSval=3719264129 TSecr=3719264129
175,Apr 21, 2024 13:13:04.871377000 EDT,127.0.0.1,127.0.0.1,47771,1887,,,,,65549,TCP,[TCP Previous segment not captured] 47771 → 1887 [ACK] Seq=1500046 Ack=1 Win=512 Len=65483 TSval=3719264130 TSecr=3719264130
176,Apr 21, 2024 13:13:04.871436000 EDT,127.0.0.1,127.0.0.1,47771,1887,,,,,65549,TCP,47771 → 1887 [ACK] Seq=1565529 Ack=1 Win=512 Len=65483 TSval=3719264130 TSecr=3719264130
177,Apr 21, 2024 13:13:04.871484000 EDT,127.0.0.1,127.0.0.1,47771,1887,,,,,65549,TCP,47771 → 1887 [ACK] Seq=1631012 Ack=1 Win=512 Len=65483 TSval=3719264130 TSecr=3719264130
178,Apr 21, 2024 13:13:04.871529000 EDT,127.0.0.1,127.0.0.1,47771,1887,,,,,65549,TCP,47771 → 1887 [ACK] Seq=1696495 Ack=1 Win=512 Len=65483 TSval=3719264130 TSecr=3719264130
179,Apr 21, 2024 13:13:04.871602000 EDT,127.0.0.1,127.0.0.1,47771,1887,,,,,65549,TCP,[TCP Previous segment not captured] 47771 → 1887 [ACK] Seq=1827461 Ack=1 Win=512 Len=65483 TSval=3719264130 TSecr=3719264130
180,Apr 21, 2024 13:13:04.872018000 EDT,127.0.0.1,127.0.0.1,1887,36619,,,,,65549,TCP,[TCP Previous segment not captured] 1887 → 36619 [ACK] Seq=1000031 Ack=5 Win=512 Len=65483 TSval=3719264130 TSecr=3719264125
181,Apr 21, 2024 13:13:04.872041000 EDT,127.0.0.1,127.0.0.1,1887,36619,,,,,65549,TCP,1887 → 36619 [ACK] Seq=1065514 Ack=5 Win=512 Len=65483 TSval=3719264130 TSecr=3719264125
182,Apr 21, 2024 13:13:04.872064000 EDT,127.0.0.1,127.0.0.1,1887,36619,,,,,65549,TCP,1887 → 36619 [ACK] Seq=1130997 Ack=5 Win=512 Len=65483 TSval=3719264130 TSecr=3719264125
183,Apr 21, 2024 13:13:04.872088000 EDT,127.0.0.1,127.0.0.1,1887,36619,,,,,65549,TCP,1887 → 36619 [ACK] Seq=1196480 Ack=5 Win=512 Len=65483 TSval=3719264130 TSecr=3719264125
184,Apr 21, 2024 13:13:04.872111000 EDT,127.0.0.1,127.0.0.1,1887,36619,,,,,65549,TCP,1887 → 36619 [ACK] Seq=1261963 Ack=5 Win=512 Len=65483 TSval=3719264130 TSecr=3719264125
185,Apr 21, 2024 13:13:04.872135000 EDT,127.0.0.1,127.0.0.1,1887,36619,,,,,65549,TCP,1887 → 36619 [ACK] Seq=1327446 Ack=5 Win=512 Len=65483 TSval=3719264130 TSecr=3719264125
186,Apr 21, 2024 13:13:04.872160000 EDT,127.0.0.1,127.0.0.1,1887,36619,,,,,65549,TCP,1887 → 36619 [ACK] Seq=1392929 Ack=5 Win=512 Len=65483 TSval=3719264130 TSecr=3719264125
187,Apr 21, 2024 13:13:04.872176000 EDT,127.0.0.1,127.0.0.1,1887,36619,,,,,41700,TCP,1887 → 36619 [PSH, ACK] Seq=1458412 Ack=5 Win=512 Len=41634 TSval=3719264131 TSecr=3719264125
188,Apr 21, 2024 13:13:04.872267000 EDT,127.0.0.1,127.0.0.1,1887,54727,,,,,65549,TCP,1887 → 54727 [ACK] Seq=1500046 Ack=13 Win=512 Len=65483 TSval=3719264131 TSecr=3719264128
189,Apr 21, 2024 13:13:04.872340000 EDT,127.0.0.1,127.0.0.1,1887,54727,,,,,65549,TCP,[TCP Previous segment not captured] 1887 → 54727 [ACK] Seq=1696495 Ack=13 Win=512 Len=65483 TSval=3719264131 TSecr=3719264128
190,Apr 21, 2024 13:13:04.872411000 EDT,127.0.0.1,127.0.0.1,1887,54727,,,,,65549,TCP,[TCP Previous segment not captured] 1887 → 54727 [ACK] Seq=1892944 Ack=13 Win=512 Len=65483 TSval=3719264131 TSecr=3719264128
191,Apr 21, 2024 13:13:04.872431000 EDT,127.0.0.1,127.0.0.1,1887,54727,,,,,41700,TCP,1887 → 54727 [PSH, ACK] Seq=1958427 Ack=13 Win=512 Len=41634 TSval=3719264131 TSecr=3719264128
192,Apr 21, 2024 13:13:04.872522000 EDT,127.0.0.1,127.0.0.1,1887,49997,,,,,65549,TCP,1887 → 49997 [ACK] Seq=2000061 Ack=13 Win=512 Len=65483 TSval=3719264131 TSecr=3719264128
193,Apr 21, 2024 13:13:04.872612000 EDT,127.0.0.1,127.0.0.1,1887,49997,,,,,65549,TCP,[TCP Previous segment not captured] 1887 → 49997 [ACK] Seq=2261993 Ack=13 Win=512 Len=65483 TSval=3719264131 TSecr=3719264128
194,Apr 21, 2024 13:13:04.872673000 EDT,127.0.0.1,127.0.0.1,1887,49997,,,,,41700,TCP,[TCP Previous segment not captured] 1887 → 49997 [PSH, ACK] Seq=2458442 Ack=13 Win=512 Len=41634 TSval=3719264131 TSecr=3719264128
195,Apr 21, 2024 13:13:04.873248000 EDT,127.0.0.1,127.0.0.1,1887,40147,,,,,65549,TCP,1887 → 40147 [ACK] Seq=1 Ack=1 Win=512 Len=65483 TSval=3719264132 TSecr=3719264127
196,Apr 21, 2024 13:13:04.873278000 EDT,127.0.0.1,127.0.0.1,1887,40147,,,,,65549,TCP,1887 → 40147 [ACK] Seq=65484 Ack=1 Win=512 Len=65483 TSval=3719264132 TSecr=3719264127
197,Apr 21, 2024 13:13:04.873306000 EDT,127.0.0.1,127.0.0.1,1887,40147,,,,,65549,TCP,1887 → 40147 [ACK] Seq=130967 Ack=1 Win=512 Len=65483 TSval=3719264132 TSecr=3719264127
198,Apr 21, 2024 13:13:04.873329000 EDT,127.0.0.1,127.0.0.1,1887,40147,,,,,65549,TCP,1887 → 40147 [ACK] Seq=196450 Ack=1 Win=512 Len=65483 TSval=3719264132 TSecr=3719264127
199,Apr 21, 2024 13:13:04.873356000 EDT,127.0.0.1,127.0.0.1,1887,40147,,,,,65549,TCP,1887 → 40147 [ACK] Seq=261933 Ack=1 Win=512 Len=65483 TSval=3719264132 TSecr=3719264127
200,Apr 21, 2024 13:13:04.873380000 EDT,127.0.0.1,127.0.0.1,1887,40147,,,,,65549,TCP,1887 → 40147 [ACK] Seq=327416 Ack=1 Win=512 Len=65483 TSval=3719264132 TSecr=3719264127
201,Apr 21, 2024 13:13:04.873407000 EDT,127.0.0.1,127.0.0.1,1887,40147,,,,,65549,TCP,1887 → 40147 [ACK] Seq=392899 Ack=1 Win=512 Len=65483 TSval=3719264132 TSecr=3719264127
202,Apr 21, 2024 13:13:04.873426000 EDT,127.0.0.1,127.0.0.1,1887,40147,,,,,41700,TCP,1887 → 40147 [PSH, ACK] Seq=458382 Ack=1 Win=512 Len=41634 TSval=3719264132 TSecr=3719264127
203,Apr 21, 2024 13:13:04.873916000 EDT,127.0.0.1,127.0.0.1,1887,47285,,,,,32834,TCP,1887 → 47285 [ACK] Seq=1 Ack=1 Win=512 Len=32768 TSval=3719264132 TSecr=3718828589
204,Apr 21, 2024 13:13:04.873942000 EDT,127.0.0.1,127.0.0.1,1887,47285,,,,,32834,TCP,1887 → 47285 [PSH, ACK] Seq=32769 Ack=1 Win=512 Len=32768 TSval=3719264132 TSecr=3718828589
205,Apr 21, 2024 13:13:04.874112000 EDT,127.0.0.1,127.0.0.1,1887,34935,,,,,65549,TCP,[TCP Previous segment not captured] 1887 → 34935 [ACK] Seq=500016 Ack=5 Win=512 Len=65483 TSval=3719264132 TSecr=3719264127
206,Apr 21, 2024 13:13:04.874142000 EDT,127.0.0.1,127.0.0.1,1887,34935,,,,,65549,TCP,1887 → 34935 [ACK] Seq=565499 Ack=5 Win=512 Len=65483 TSval=3719264132 TSecr=3719264127
207,Apr 21, 2024 13:13:04.874168000 EDT,127.0.0.1,127.0.0.1,1887,34935,,,,,65549,TCP,1887 → 34935 [ACK] Seq=630982 Ack=5 Win=512 Len=65483 TSval=3719264132 TSecr=3719264127
208,Apr 21, 2024 13:13:04.874191000 EDT,127.0.0.1,127.0.0.1,1887,34935,,,,,65549,TCP,1887 → 34935 [ACK] Seq=696465 Ack=5 Win=512 Len=65483 TSval=3719264133 TSecr=3719264127
209,Apr 21, 2024 13:13:04.874217000 EDT,127.0.0.1,127.0.0.1,1887,34935,,,,,65549,TCP,1887 → 34935 [ACK] Seq=761948 Ack=5 Win=512 Len=65483 TSval=3719264133 TSecr=3719264127
210,Apr 21, 2024 13:13:04.874239000 EDT,127.0.0.1,127.0.0.1,1887,34935,,,,,65549,TCP,1887 → 34935 [ACK] Seq=827431 Ack=5 Win=512 Len=65483 TSval=3719264133 TSecr=3719264127
211,Apr 21, 2024 13:13:04.874263000 EDT,127.0.0.1,127.0.0.1,1887,34935,,,,,65549,TCP,1887 → 34935 [ACK] Seq=892914 Ack=5 Win=512 Len=65483 TSval=3719264133 TSecr=3719264127
212,Apr 21, 2024 13:13:04.874277000 EDT,127.0.0.1,127.0.0.1,1887,34935,,,,,41700,TCP,1887 → 34935 [PSH, ACK] Seq=958397 Ack=5 Win=512 Len=41634 TSval=3719264133 TSecr=3719264127
213,Apr 21, 2024 13:13:04.874360000 EDT,127.0.0.1,127.0.0.1,1887,49997,,,,,65549,TCP,1887 → 49997 [ACK] Seq=2500076 Ack=13 Win=512 Len=65483 TSval=3719264133 TSecr=3719264131
214,Apr 21, 2024 13:13:04.874387000 EDT,127.0.0.1,127.0.0.1,1887,49997,,,,,65549,TCP,1887 → 49997 [ACK] Seq=2565559 Ack=13 Win=512 Len=65483 TSval=3719264133 TSecr=3719264131
215,Apr 21, 2024 13:13:04.874412000 EDT,127.0.0.1,127.0.0.1,1887,49997,,,,,65549,TCP,1887 → 49997 [ACK] Seq=2631042 Ack=13 Win=512 Len=65483 TSval=3719264133 TSecr=3719264131
216,Apr 21, 2024 13:13:04.878507000 EDT,127.0.0.1,127.0.0.1,1887,47285,,,,,32834,TCP,1887 → 47285 [ACK] Seq=65537 Ack=1 Win=512 Len=32768 TSval=3719264137 TSecr=3719264137
217,Apr 21, 2024 13:13:04.878511000 EDT,127.0.0.1,127.0.0.1,1887,47285,,,,,32834,TCP,1887 → 47285 [PSH, ACK] Seq=98305 Ack=1 Win=512 Len=32768 TSval=3719264137 TSecr=3719264137
218,Apr 21, 2024 13:13:04.878601000 EDT,127.0.0.1,127.0.0.1,1887,47285,,,,,32834,TCP,1887 → 47285 [ACK] Seq=131073 Ack=1 Win=512 Len=32768 TSval=3719264137 TSecr=3719264137
219,Apr 21, 2024 13:13:04.878609000 EDT,127.0.0.1,127.0.0.1,1887,47285,,,,,32834,TCP,1887 → 47285 [PSH, ACK] Seq=163841 Ack=1 Win=512 Len=32768 TSval=3719264137 TSecr=3719264137
220,Apr 21, 2024 13:13:04.878708000 EDT,127.0.0.1,127.0.0.1,1887,47285,,,,,32834,TCP,1887 → 47285 [ACK] Seq=196609 Ack=1 Win=512 Len=32768 TSval=3719264137 TSecr=3719264137
221,Apr 21, 2024 13:13:04.878711000 EDT,127.0.0.1,127.0.0.1,1887,47285,,,,,32834,TCP,1887 → 47285 [PSH, ACK] Seq=229377 Ack=1 Win=512 Len=32768 TSval=3719264137 TSecr=3719264137
222,Apr 21, 2024 13:13:04.878740000 EDT,127.0.0.1,127.0.0.1,1887,47285,,,,,32834,TCP,1887 → 47285 [ACK] Seq=262145 Ack=1 Win=512 Len=32768 TSval=3719264137 TSecr=3719264137
223,Apr 21, 2024 13:13:04.878743000 EDT,127.0.0.1,127.0.0.1,1887,47285,,,,,32834,TCP,1887 → 47285 [PSH, ACK] Seq=294913 Ack=1 Win=512 Len=32768 TSval=3719264137 TSecr=3719264137
224,Apr 21, 2024 13:13:04.878746000 EDT,127.0.0.1,127.0.0.1,1887,47285,,,,,32834,TCP,1887 → 47285 [ACK] Seq=327681 Ack=1 Win=512 Len=32768 TSval=3719264137 TSecr=3719264137
225,Apr 21, 2024 13:13:04.878749000 EDT,127.0.0.1,127.0.0.1,1887,47285,,,,,32834,TCP,1887 → 47285 [PSH, ACK] Seq=360449 Ack=1 Win=512 Len=32768 TSval=3719264137 TSecr=3719264137
226,Apr 21, 2024 13:13:04.878774000 EDT,127.0.0.1,127.0.0.1,1887,47285,,,,,32834,TCP,1887 → 47285 [ACK] Seq=393217 Ack=1 Win=512 Len=32768 TSval=3719264137 TSecr=3719264137
