frame.number,frame.time,ip.src,ip.dst,tcp.srcport,tcp.dstport,udp.srcport,udp.dstport,icmp.type,icmp.code,frame.len,_ws.col.protocol,_ws.col.info
19041,Apr 21, 2024 13:52:53.186190000 EDT,127.0.0.1,127.0.0.1,1887,49997,,,,,65549,TCP,1887 → 49997 [ACK] Seq=339641156 Ack=2721 Win=512 Len=65483 TSval=3721652445 TSecr=3721652434
19042,Apr 21, 2024 13:52:53.186210000 EDT,127.0.0.1,127.0.0.1,1887,49997,,,,,65549,TCP,1887 → 49997 [ACK] Seq=339706639 Ack=2721 Win=512 Len=65483 TSval=3721652445 TSecr=3721652434
19043,Apr 21, 2024 13:52:53.186230000 EDT,127.0.0.1,127.0.0.1,1887,49997,,,,,65549,TCP,1887 → 49997 [ACK] Seq=339772122 Ack=2721 Win=512 Len=65483 TSval=3721652445 TSecr=3721652434
19044,Apr 21, 2024 13:52:53.186249000 EDT,127.0.0.1,127.0.0.1,1887,49997,,,,,65549,TCP,1887 → 49997 [ACK] Seq=339837605 Ack=2721 Win=512 Len=65483 TSval=3721652445 TSecr=3721652434
19045,Apr 21, 2024 13:52:53.186268000 EDT,127.0.0.1,127.0.0.1,1887,49997,,,,,65549,TCP,1887 → 49997 [ACK] Seq=339903088 Ack=2721 Win=512 Len=65483 TSval=3721652445 TSecr=3721652434
19046,Apr 21, 2024 13:52:53.186283000 EDT,127.0.0.1,127.0.0.1,1887,49997,,,,,41700,TCP,1887 → 49997 [PSH, ACK] Seq=339968571 Ack=2721 Win=512 Len=41634 TSval=3721652445 TSecr=3721652434
19047,Apr 21, 2024 13:53:00.133736000 EDT,127.0.0.1,127.0.0.1,52841,1887,,,,,65549,TCP,52841 → 1887 [ACK] Seq=65006298 Ack=736 Win=512 Len=65483 TSval=3721659392 TSecr=3721652433
19048,Apr 21, 2024 13:53:00.177345000 EDT,127.0.0.1,127.0.0.1,52841,1887,,,,,65549,TCP,52841 → 1887 [ACK] Seq=65071781 Ack=736 Win=512 Len=65483 TSval=3721659436 TSecr=3721659436
19049,Apr 21, 2024 13:53:00.177413000 EDT,127.0.0.1,127.0.0.1,52841,1887,,,,,65549,TCP,52841 → 1887 [ACK] Seq=65137264 Ack=736 Win=512 Len=65483 TSval=3721659436 TSecr=3721659436
19050,Apr 21, 2024 13:53:00.177461000 EDT,127.0.0.1,127.0.0.1,52841,1887,,,,,65549,TCP,52841 → 1887 [ACK] Seq=65202747 Ack=736 Win=512 Len=65483 TSval=3721659436 TSecr=3721659436
19051,Apr 21, 2024 13:53:00.177501000 EDT,127.0.0.1,127.0.0.1,52841,1887,,,,,65549,TCP,52841 → 1887 [ACK] Seq=65268230 Ack=736 Win=512 Len=65483 TSval=3721659436 TSecr=3721659436
19052,Apr 21, 2024 13:53:00.177536000 EDT,127.0.0.1,127.0.0.1,52841,1887,,,,,65549,TCP,52841 → 1887 [ACK] Seq=65333713 Ack=736 Win=512 Len=65483 TSval=3721659436 TSecr=3721659436
19053,Apr 21, 2024 13:53:00.177570000 EDT,127.0.0.1,127.0.0.1,52841,1887,,,,,65549,TCP,52841 → 1887 [ACK] Seq=65399196 Ack=736 Win=512 Len=65483 TSval=3721659436 TSecr=3721659436
19054,Apr 21, 2024 13:53:00.177597000 EDT,127.0.0.1,127.0.0.1,52841,1887,,,,,41700,TCP,52841 → 1887 [PSH, ACK] Seq=65464679 Ack=736 Win=512 Len=41634 TSval=3721659436 TSecr=3721659436
19055,Apr 21, 2024 13:53:00.178000000 EDT,127.0.0.1,127.0.0.1,1887,37261,,,,,65549,TCP,1887 → 37261 [ACK] Seq=57001715 Ack=461 Win=512 Len=65483 TSval=3721659436 TSecr=3721639437
19056,Apr 21, 2024 13:53:00.178035000 EDT,127.0.0.1,127.0.0.1,1887,37261,,,,,65549,TCP,1887 → 37261 [ACK] Seq=57067198 Ack=461 Win=512 Len=65483 TSval=3721659436 TSecr=3721639437
19057,Apr 21, 2024 13:53:00.178062000 EDT,127.0.0.1,127.0.0.1,1887,37261,,,,,65549,TCP,1887 → 37261 [ACK] Seq=57132681 Ack=461 Win=512 Len=65483 TSval=3721659436 TSecr=3721639437
19058,Apr 21, 2024 13:53:00.178091000 EDT,127.0.0.1,127.0.0.1,1887,37261,,,,,65549,TCP,1887 → 37261 [ACK] Seq=57198164 Ack=461 Win=512 Len=65483 TSval=3721659436 TSecr=3721639437
19059,Apr 21, 2024 13:53:00.178117000 EDT,127.0.0.1,127.0.0.1,1887,37261,,,,,65549,TCP,1887 → 37261 [ACK] Seq=57263647 Ack=461 Win=512 Len=65483 TSval=3721659436 TSecr=3721639437
19060,Apr 21, 2024 13:53:00.178144000 EDT,127.0.0.1,127.0.0.1,1887,37261,,,,,65549,TCP,1887 → 37261 [ACK] Seq=57329130 Ack=461 Win=512 Len=65483 TSval=3721659436 TSecr=3721639437
19061,Apr 21, 2024 13:53:00.178169000 EDT,127.0.0.1,127.0.0.1,1887,37261,,,,,65549,TCP,1887 → 37261 [ACK] Seq=57394613 Ack=461 Win=512 Len=65483 TSval=3721659436 TSecr=3721639437
19062,Apr 21, 2024 13:53:00.178191000 EDT,127.0.0.1,127.0.0.1,1887,37261,,,,,41700,TCP,1887 → 37261 [PSH, ACK] Seq=57460096 Ack=461 Win=512 Len=41634 TSval=3721659437 TSecr=3721639437
19063,Apr 21, 2024 13:53:00.178289000 EDT,127.0.0.1,127.0.0.1,1887,34935,,,,,65549,TCP,[TCP Previous segment not captured] 1887 → 34935 [ACK] Seq=99502990 Ack=801 Win=512 Len=65483 TSval=3721659437 TSecr=3721648436
19064,Apr 21, 2024 13:53:00.178321000 EDT,127.0.0.1,127.0.0.1,1887,34935,,,,,65549,TCP,1887 → 34935 [ACK] Seq=99568473 Ack=801 Win=512 Len=65483 TSval=3721659437 TSecr=3721648436
19065,Apr 21, 2024 13:53:00.178346000 EDT,127.0.0.1,127.0.0.1,1887,34935,,,,,65549,TCP,1887 → 34935 [ACK] Seq=99633956 Ack=801 Win=512 Len=65483 TSval=3721659437 TSecr=3721648436
19066,Apr 21, 2024 13:53:00.178371000 EDT,127.0.0.1,127.0.0.1,1887,34935,,,,,65549,TCP,1887 → 34935 [ACK] Seq=99699439 Ack=801 Win=512 Len=65483 TSval=3721659437 TSecr=3721648436
19067,Apr 21, 2024 13:53:00.178431000 EDT,127.0.0.1,127.0.0.1,1887,34935,,,,,65549,TCP,[TCP Previous segment not captured] 1887 → 34935 [ACK] Seq=99895888 Ack=801 Win=512 Len=65483 TSval=3721659437 TSecr=3721648436
19068,Apr 21, 2024 13:53:00.178447000 EDT,127.0.0.1,127.0.0.1,1887,34935,,,,,41700,TCP,1887 → 34935 [PSH, ACK] Seq=99961371 Ack=801 Win=512 Len=41634 TSval=3721659437 TSecr=3721648436
19069,Apr 21, 2024 13:53:00.178587000 EDT,127.0.0.1,127.0.0.1,1887,57115,,,,,65549,TCP,[TCP Previous segment not captured] 1887 → 57115 [ACK] Seq=152201014 Ack=1221 Win=512 Len=65483 TSval=3721659437 TSecr=3721652431
19070,Apr 21, 2024 13:53:00.178651000 EDT,127.0.0.1,127.0.0.1,1887,57115,,,,,41700,TCP,[TCP Previous segment not captured] 1887 → 57115 [PSH, ACK] Seq=152462946 Ack=1221 Win=512 Len=41634 TSval=3721659437 TSecr=3721652431
19071,Apr 21, 2024 13:53:00.178727000 EDT,127.0.0.1,127.0.0.1,1887,36619,,,,,65549,TCP,1887 → 36619 [ACK] Seq=259507790 Ack=2081 Win=512 Len=65483 TSval=3721659437 TSecr=3721652431
19072,Apr 21, 2024 13:53:00.178817000 EDT,127.0.0.1,127.0.0.1,1887,36619,,,,,65549,TCP,[TCP Previous segment not captured] 1887 → 36619 [ACK] Seq=259835205 Ack=2081 Win=512 Len=65483 TSval=3721659437 TSecr=3721652431
19073,Apr 21, 2024 13:53:00.178946000 EDT,127.0.0.1,127.0.0.1,1887,54727,,,,,65549,TCP,[TCP Previous segment not captured] 1887 → 54727 [ACK] Seq=251573033 Ack=2021 Win=512 Len=65483 TSval=3721659437 TSecr=3721652445
19074,Apr 21, 2024 13:53:00.179022000 EDT,127.0.0.1,127.0.0.1,1887,54727,,,,,65549,TCP,[TCP Previous segment not captured] 1887 → 54727 [ACK] Seq=251834965 Ack=2021 Win=512 Len=65483 TSval=3721659437 TSecr=3721652445
19075,Apr 21, 2024 13:53:05.120394000 EDT,127.0.0.1,127.0.0.1,45721,1887,,,,,65549,TCP,[TCP Previous segment not captured] 45721 → 1887 [ACK] Seq=10501767 Ack=171 Win=512 Len=65483 TSval=3721664379 TSecr=3721664377
19076,Apr 21, 2024 13:53:05.121060000 EDT,127.0.0.1,127.0.0.1,50809,1887,,,,,32834,TCP,50809 → 1887 [ACK] Seq=1 Ack=1 Win=512 Len=32768 TSval=3721664379 TSecr=3721664377
19077,Apr 21, 2024 13:53:05.121060000 EDT,127.0.0.1,127.0.0.1,52087,1887,,,,,32834,TCP,52087 → 1887 [ACK] Seq=1 Ack=1 Win=512 Len=32768 TSval=3721664379 TSecr=3721664377
19078,Apr 21, 2024 13:53:05.121654000 EDT,127.0.0.1,127.0.0.1,43503,1887,,,,,65549,TCP,[TCP Previous segment not captured] 43503 → 1887 [ACK] Seq=36504002 Ack=496 Win=512 Len=65483 TSval=3721664380 TSecr=3721664377
19079,Apr 21, 2024 13:53:05.122097000 EDT,127.0.0.1,127.0.0.1,49429,1887,,,,,32834,TCP,49429 → 1887 [ACK] Seq=1 Ack=1 Win=512 Len=32768 TSval=3721664380 TSecr=3721664378
19080,Apr 21, 2024 13:53:05.122410000 EDT,127.0.0.1,127.0.0.1,52087,1887,,,,,32834,TCP,52087 → 1887 [PSH, ACK] Seq=32769 Ack=1 Win=512 Len=32768 TSval=3721664381 TSecr=3721664381
19081,Apr 21, 2024 13:53:05.122463000 EDT,127.0.0.1,127.0.0.1,52087,1887,,,,,32834,TCP,52087 → 1887 [ACK] Seq=65537 Ack=1 Win=512 Len=32768 TSval=3721664381 TSecr=3721664381
19082,Apr 21, 2024 13:53:05.122516000 EDT,127.0.0.1,127.0.0.1,52087,1887,,,,,65549,TCP,52087 → 1887 [PSH, ACK] Seq=98305 Ack=1 Win=512 Len=65483 TSval=3721664381 TSecr=3721664381
19083,Apr 21, 2024 13:53:05.122559000 EDT,127.0.0.1,127.0.0.1,52841,1887,,,,,65549,TCP,[TCP Previous segment not captured] 52841 → 1887 [ACK] Seq=65506317 Ack=783 Win=512 Len=65483 TSval=3721664381 TSecr=3721664377
19084,Apr 21, 2024 13:53:05.122571000 EDT,127.0.0.1,127.0.0.1,52087,1887,,,,,65549,TCP,52087 → 1887 [ACK] Seq=163788 Ack=1 Win=512 Len=65483 TSval=3721664381 TSecr=3721664381
19085,Apr 21, 2024 13:53:05.122661000 EDT,127.0.0.1,127.0.0.1,52841,1887,,,,,65549,TCP,52841 → 1887 [ACK] Seq=65571800 Ack=783 Win=512 Len=65483 TSval=3721664381 TSecr=3721664381
19086,Apr 21, 2024 13:53:05.122683000 EDT,127.0.0.1,127.0.0.1,45721,1887,,,,,65549,TCP,45721 → 1887 [ACK] Seq=10567250 Ack=171 Win=512 Len=65483 TSval=3721664381 TSecr=3721664380
19087,Apr 21, 2024 13:53:05.123085000 EDT,127.0.0.1,127.0.0.1,50809,1887,,,,,32834,TCP,50809 → 1887 [PSH, ACK] Seq=32769 Ack=1 Win=512 Len=32768 TSval=3721664381 TSecr=3721664381
19088,Apr 21, 2024 13:53:05.123144000 EDT,127.0.0.1,127.0.0.1,50809,1887,,,,,32834,TCP,50809 → 1887 [ACK] Seq=65537 Ack=1 Win=512 Len=32768 TSval=3721664381 TSecr=3721664381
19089,Apr 21, 2024 13:53:05.123462000 EDT,127.0.0.1,127.0.0.1,50809,1887,,,,,65549,TCP,50809 → 1887 [PSH, ACK] Seq=98305 Ack=1 Win=512 Len=65483 TSval=3721664382 TSecr=3721664382
19090,Apr 21, 2024 13:53:05.123591000 EDT,127.0.0.1,127.0.0.1,50809,1887,,,,,65549,TCP,50809 → 1887 [ACK] Seq=163788 Ack=1 Win=512 Len=65483 TSval=3721664382 TSecr=3721664382
19091,Apr 21, 2024 13:53:05.123960000 EDT,127.0.0.1,127.0.0.1,49429,1887,,,,,32834,TCP,49429 → 1887 [PSH, ACK] Seq=32769 Ack=1 Win=512 Len=32768 TSval=3721664382 TSecr=3721664381
19092,Apr 21, 2024 13:53:05.124011000 EDT,127.0.0.1,127.0.0.1,49429,1887,,,,,32834,TCP,49429 → 1887 [ACK] Seq=65537 Ack=1 Win=512 Len=32768 TSval=3721664382 TSecr=3721664382
19093,Apr 21, 2024 13:53:05.124117000 EDT,127.0.0.1,127.0.0.1,49429,1887,,,,,65549,TCP,49429 → 1887 [PSH, ACK] Seq=98305 Ack=1 Win=512 Len=65483 TSval=3721664382 TSecr=3721664382
19094,Apr 21, 2024 13:53:05.124161000 EDT,127.0.0.1,127.0.0.1,49429,1887,,,,,65549,TCP,49429 → 1887 [ACK] Seq=163788 Ack=1 Win=512 Len=65483 TSval=3721664382 TSecr=3721664382
19095,Apr 21, 2024 13:53:05.125508000 EDT,127.0.0.1,127.0.0.1,60607,1887,,,,,65549,TCP,[TCP Previous segment not captured] 60607 → 1887 [ACK] Seq=35003956 Ack=513 Win=512 Len=65483 TSval=3721664384 TSecr=3721664377
19096,Apr 21, 2024 13:53:05.125705000 EDT,127.0.0.1,127.0.0.1,43503,1887,,,,,65549,TCP,43503 → 1887 [ACK] Seq=36569485 Ack=496 Win=512 Len=65483 TSval=3721664384 TSecr=3721664381
19097,Apr 21, 2024 13:53:05.125853000 EDT,127.0.0.1,127.0.0.1,60607,1887,,,,,65549,TCP,60607 → 1887 [ACK] Seq=35069439 Ack=513 Win=512 Len=65483 TSval=3721664384 TSecr=3721664384
19098,Apr 21, 2024 13:53:05.165359000 EDT,127.0.0.1,127.0.0.1,49429,1887,,,,,65549,TCP,49429 → 1887 [ACK] Seq=229271 Ack=1 Win=512 Len=65483 TSval=3721664424 TSecr=3721664424
19099,Apr 21, 2024 13:53:05.165379000 EDT,127.0.0.1,127.0.0.1,52841,1887,,,,,65549,TCP,52841 → 1887 [ACK] Seq=65637283 Ack=783 Win=512 Len=65483 TSval=3721664424 TSecr=3721664424
19100,Apr 21, 2024 13:53:05.165384000 EDT,127.0.0.1,127.0.0.1,45721,1887,,,,,65549,TCP,45721 → 1887 [ACK] Seq=10632733 Ack=171 Win=512 Len=65483 TSval=3721664424 TSecr=3721664424
19101,Apr 21, 2024 13:53:05.165447000 EDT,127.0.0.1,127.0.0.1,52841,1887,,,,,65549,TCP,52841 → 1887 [ACK] Seq=65702766 Ack=783 Win=512 Len=65483 TSval=3721664424 TSecr=3721664424
19102,Apr 21, 2024 13:53:05.165450000 EDT,127.0.0.1,127.0.0.1,49429,1887,,,,,65549,TCP,49429 → 1887 [ACK] Seq=294754 Ack=1 Win=512 Len=65483 TSval=3721664424 TSecr=3721664424
19103,Apr 21, 2024 13:53:05.165471000 EDT,127.0.0.1,127.0.0.1,45721,1887,,,,,65549,TCP,45721 → 1887 [ACK] Seq=10698216 Ack=171 Win=512 Len=65483 TSval=3721664424 TSecr=3721664424
19104,Apr 21, 2024 13:53:05.165492000 EDT,127.0.0.1,127.0.0.1,52841,1887,,,,,65549,TCP,52841 → 1887 [ACK] Seq=65768249 Ack=783 Win=512 Len=65483 TSval=3721664424 TSecr=3721664424
19105,Apr 21, 2024 13:53:05.165512000 EDT,127.0.0.1,127.0.0.1,49429,1887,,,,,65549,TCP,49429 → 1887 [ACK] Seq=360237 Ack=1 Win=512 Len=65483 TSval=3721664424 TSecr=3721664424
19106,Apr 21, 2024 13:53:05.165532000 EDT,127.0.0.1,127.0.0.1,45721,1887,,,,,65549,TCP,45721 → 1887 [ACK] Seq=10763699 Ack=171 Win=512 Len=65483 TSval=3721664424 TSecr=3721664424
19107,Apr 21, 2024 13:53:05.165534000 EDT,127.0.0.1,127.0.0.1,52841,1887,,,,,65549,TCP,52841 → 1887 [ACK] Seq=65833732 Ack=783 Win=512 Len=65483 TSval=3721664424 TSecr=3721664424
19108,Apr 21, 2024 13:53:05.165559000 EDT,127.0.0.1,127.0.0.1,49429,1887,,,,,65549,TCP,49429 → 1887 [ACK] Seq=425720 Ack=1 Win=512 Len=65483 TSval=3721664424 TSecr=3721664424
19109,Apr 21, 2024 13:53:05.166422000 EDT,127.0.0.1,127.0.0.1,1887,57115,,,,,65549,TCP,[TCP Previous segment not captured] 1887 → 57115 [ACK] Seq=152766512 Ack=1225 Win=512 Len=65483 TSval=3721664425 TSecr=3721659441
19110,Apr 21, 2024 13:53:05.166570000 EDT,127.0.0.1,127.0.0.1,1887,36619,,,,,65549,TCP,[TCP Previous segment not captured] 1887 → 36619 [ACK] Seq=260007805 Ack=2085 Win=512 Len=65483 TSval=3721664425 TSecr=3721659440
19111,Apr 21, 2024 13:53:05.166607000 EDT,127.0.0.1,127.0.0.1,1887,36619,,,,,65549,TCP,1887 → 36619 [ACK] Seq=260073288 Ack=2085 Win=512 Len=65483 TSval=3721664425 TSecr=3721659440
19112,Apr 21, 2024 13:53:05.166631000 EDT,127.0.0.1,127.0.0.1,1887,36619,,,,,65549,TCP,1887 → 36619 [ACK] Seq=260138771 Ack=2085 Win=512 Len=65483 TSval=3721664425 TSecr=3721659440
19113,Apr 21, 2024 13:53:05.166700000 EDT,127.0.0.1,127.0.0.1,1887,36619,,,,,65549,TCP,[TCP Previous segment not captured] 1887 → 36619 [ACK] Seq=260400703 Ack=2085 Win=512 Len=65483 TSval=3721664425 TSecr=3721659440
19114,Apr 21, 2024 13:53:05.166715000 EDT,127.0.0.1,127.0.0.1,1887,36619,,,,,41700,TCP,1887 → 36619 [PSH, ACK] Seq=260466186 Ack=2085 Win=512 Len=41634 TSval=3721664425 TSecr=3721659440
19115,Apr 21, 2024 13:53:05.166845000 EDT,127.0.0.1,127.0.0.1,1887,49997,,,,,65549,TCP,[TCP Previous segment not captured] 1887 → 49997 [ACK] Seq=340272137 Ack=2725 Win=512 Len=65483 TSval=3721664425 TSecr=3721652446
19116,Apr 21, 2024 13:53:05.167058000 EDT,127.0.0.1,127.0.0.1,1887,40147,,,,,65549,TCP,1887 → 40147 [ACK] Seq=79502390 Ack=641 Win=512 Len=65483 TSval=3721664425 TSecr=3721652434
19117,Apr 21, 2024 13:53:05.167086000 EDT,127.0.0.1,127.0.0.1,1887,40147,,,,,65549,TCP,1887 → 40147 [ACK] Seq=79567873 Ack=641 Win=512 Len=65483 TSval=3721664425 TSecr=3721652434
19118,Apr 21, 2024 13:53:05.167111000 EDT,127.0.0.1,127.0.0.1,1887,40147,,,,,65549,TCP,1887 → 40147 [ACK] Seq=79633356 Ack=641 Win=512 Len=65483 TSval=3721664425 TSecr=3721652434
19119,Apr 21, 2024 13:53:05.167135000 EDT,127.0.0.1,127.0.0.1,1887,40147,,,,,65549,TCP,1887 → 40147 [ACK] Seq=79698839 Ack=641 Win=512 Len=65483 TSval=3721664425 TSecr=3721652434
19120,Apr 21, 2024 13:53:05.167178000 EDT,127.0.0.1,127.0.0.1,1887,40147,,,,,65549,TCP,[TCP Previous segment not captured] 1887 → 40147 [ACK] Seq=79829805 Ack=641 Win=512 Len=65483 TSval=3721664426 TSecr=3721652434
19121,Apr 21, 2024 13:53:05.167369000 EDT,127.0.0.1,127.0.0.1,1887,56173,,,,,65549,TCP,1887 → 56173 [ACK] Seq=102503080 Ack=825 Win=512 Len=65483 TSval=3721664426 TSecr=3721649438
19122,Apr 21, 2024 13:53:05.167399000 EDT,127.0.0.1,127.0.0.1,1887,56173,,,,,65549,TCP,1887 → 56173 [ACK] Seq=102568563 Ack=825 Win=512 Len=65483 TSval=3721664426 TSecr=3721649438
19123,Apr 21, 2024 13:53:05.167422000 EDT,127.0.0.1,127.0.0.1,1887,56173,,,,,65549,TCP,1887 → 56173 [ACK] Seq=102634046 Ack=825 Win=512 Len=65483 TSval=3721664426 TSecr=3721649438
19124,Apr 21, 2024 13:53:05.167567000 EDT,127.0.0.1,127.0.0.1,1887,54727,,,,,65549,TCP,[TCP Previous segment not captured] 1887 → 54727 [ACK] Seq=252007565 Ack=2025 Win=512 Len=65483 TSval=3721664426 TSecr=3721659439
19125,Apr 21, 2024 13:53:05.167641000 EDT,127.0.0.1,127.0.0.1,1887,54727,,,,,65549,TCP,[TCP Previous segment not captured] 1887 → 54727 [ACK] Seq=252269497 Ack=2025 Win=512 Len=65483 TSval=3721664426 TSecr=3721659439
19126,Apr 21, 2024 13:53:05.167760000 EDT,127.0.0.1,127.0.0.1,1887,49997,,,,,65549,TCP,[TCP Previous segment not captured] 1887 → 49997 [ACK] Seq=340510220 Ack=2725 Win=512 Len=65483 TSval=3721664426 TSecr=3721652446
19127,Apr 21, 2024 13:53:05.168017000 EDT,127.0.0.1,127.0.0.1,1887,47285,,,,,65549,TCP,1887 → 47285 [ACK] Seq=42501280 Ack=345 Win=512 Len=65483 TSval=3721664426 TSecr=3721648435
19128,Apr 21, 2024 13:53:05.168048000 EDT,127.0.0.1,127.0.0.1,1887,47285,,,,,65549,TCP,1887 → 47285 [ACK] Seq=42566763 Ack=345 Win=512 Len=65483 TSval=3721664426 TSecr=3721648435
19129,Apr 21, 2024 13:53:05.168074000 EDT,127.0.0.1,127.0.0.1,1887,47285,,,,,65549,TCP,1887 → 47285 [ACK] Seq=42632246 Ack=345 Win=512 Len=65483 TSval=3721664426 TSecr=3721648435
19130,Apr 21, 2024 13:53:05.168099000 EDT,127.0.0.1,127.0.0.1,1887,47285,,,,,65549,TCP,1887 → 47285 [ACK] Seq=42697729 Ack=345 Win=512 Len=65483 TSval=3721664426 TSecr=3721648435
19131,Apr 21, 2024 13:53:05.168121000 EDT,127.0.0.1,127.0.0.1,1887,47285,,,,,65549,TCP,1887 → 47285 [ACK] Seq=42763212 Ack=345 Win=512 Len=65483 TSval=3721664426 TSecr=3721648435
19132,Apr 21, 2024 13:53:05.168146000 EDT,127.0.0.1,127.0.0.1,1887,47285,,,,,65549,TCP,1887 → 47285 [ACK] Seq=42828695 Ack=345 Win=512 Len=65483 TSval=3721664426 TSecr=3721648435
19133,Apr 21, 2024 13:53:05.168259000 EDT,127.0.0.1,127.0.0.1,1887,34935,,,,,65549,TCP,1887 → 34935 [ACK] Seq=100003005 Ack=805 Win=512 Len=65483 TSval=3721664427 TSecr=3721659439
19134,Apr 21, 2024 13:53:05.168285000 EDT,127.0.0.1,127.0.0.1,1887,34935,,,,,65549,TCP,1887 → 34935 [ACK] Seq=100068488 Ack=805 Win=512 Len=65483 TSval=3721664427 TSecr=3721659439
19135,Apr 21, 2024 13:53:05.168310000 EDT,127.0.0.1,127.0.0.1,1887,34935,,,,,65549,TCP,1887 → 34935 [ACK] Seq=100133971 Ack=805 Win=512 Len=65483 TSval=3721664427 TSecr=3721659439
19136,Apr 21, 2024 13:53:05.168348000 EDT,127.0.0.1,127.0.0.1,1887,34935,,,,,65549,TCP,[TCP Previous segment not captured] 1887 → 34935 [ACK] Seq=100264937 Ack=805 Win=512 Len=65483 TSval=3721664427 TSecr=3721659439
19137,Apr 21, 2024 13:53:05.169571000 EDT,127.0.0.1,127.0.0.1,1887,49997,,,,,65549,TCP,[TCP Previous segment not captured] 1887 → 49997 [ACK] Seq=340641186 Ack=2725 Win=512 Len=65483 TSval=3721664428 TSecr=3721664428
19138,Apr 21, 2024 13:53:05.169579000 EDT,127.0.0.1,127.0.0.1,1887,49997,,,,,65549,TCP,1887 → 49997 [ACK] Seq=340706669 Ack=2725 Win=512 Len=65483 TSval=3721664428 TSecr=3721664428
19139,Apr 21, 2024 13:53:05.169586000 EDT,127.0.0.1,127.0.0.1,1887,49997,,,,,65549,TCP,1887 → 49997 [ACK] Seq=340772152 Ack=2725 Win=512 Len=65483 TSval=3721664428 TSecr=3721664428
19140,Apr 21, 2024 13:53:05.169593000 EDT,127.0.0.1,127.0.0.1,1887,49997,,,,,65549,TCP,1887 → 49997 [ACK] Seq=340837635 Ack=2725 Win=512 Len=65483 TSval=3721664428 TSecr=3721664428
19141,Apr 21, 2024 13:53:05.169599000 EDT,127.0.0.1,127.0.0.1,1887,49997,,,,,65549,TCP,1887 → 49997 [ACK] Seq=340903118 Ack=2725 Win=512 Len=65483 TSval=3721664428 TSecr=3721664428
19142,Apr 21, 2024 13:53:05.169606000 EDT,127.0.0.1,127.0.0.1,1887,49997,,,,,65549,TCP,1887 → 49997 [ACK] Seq=340968601 Ack=2725 Win=512 Len=65483 TSval=3721664428 TSecr=3721664428
19143,Apr 21, 2024 13:53:05.169612000 EDT,127.0.0.1,127.0.0.1,1887,49997,,,,,65549,TCP,1887 → 49997 [ACK] Seq=341034084 Ack=2725 Win=512 Len=65483 TSval=3721664428 TSecr=3721664428
19144,Apr 21, 2024 13:53:05.169619000 EDT,127.0.0.1,127.0.0.1,1887,49997,,,,,65549,TCP,1887 → 49997 [ACK] Seq=341099567 Ack=2725 Win=512 Len=65483 TSval=3721664428 TSecr=3721664428
19145,Apr 21, 2024 13:53:05.169625000 EDT,127.0.0.1,127.0.0.1,1887,49997,,,,,65549,TCP,1887 → 49997 [ACK] Seq=341165050 Ack=2725 Win=512 Len=65483 TSval=3721664428 TSecr=3721664428
19146,Apr 21, 2024 13:53:05.169632000 EDT,127.0.0.1,127.0.0.1,1887,49997,,,,,65549,TCP,1887 → 49997 [ACK] Seq=341230533 Ack=2725 Win=512 Len=65483 TSval=3721664428 TSecr=3721664428
19147,Apr 21, 2024 13:53:05.169638000 EDT,127.0.0.1,127.0.0.1,1887,49997,,,,,65549,TCP,1887 → 49997 [ACK] Seq=341296016 Ack=2725 Win=512 Len=65483 TSval=3721664428 TSecr=3721664428
19148,Apr 21, 2024 13:53:05.173316000 EDT,127.0.0.1,127.0.0.1,60607,1887,,,,,65549,TCP,60607 → 1887 [ACK] Seq=35134922 Ack=513 Win=512 Len=65483 TSval=3721664432 TSecr=3721664432
19149,Apr 21, 2024 13:53:05.173376000 EDT,127.0.0.1,127.0.0.1,60607,1887,,,,,65549,TCP,60607 → 1887 [ACK] Seq=35200405 Ack=513 Win=512 Len=65483 TSval=3721664432 TSecr=3721664432
19150,Apr 21, 2024 13:53:05.173419000 EDT,127.0.0.1,127.0.0.1,60607,1887,,,,,65549,TCP,60607 → 1887 [ACK] Seq=35265888 Ack=513 Win=512 Len=65483 TSval=3721664432 TSecr=3721664432
19151,Apr 21, 2024 13:53:05.173458000 EDT,127.0.0.1,127.0.0.1,60607,1887,,,,,65549,TCP,60607 → 1887 [ACK] Seq=35331371 Ack=513 Win=512 Len=65483 TSval=3721664432 TSecr=3721664432
19152,Apr 21, 2024 13:53:05.173492000 EDT,127.0.0.1,127.0.0.1,60607,1887,,,,,65549,TCP,60607 → 1887 [ACK] Seq=35396854 Ack=513 Win=512 Len=65483 TSval=3721664432 TSecr=3721664432
19153,Apr 21, 2024 13:53:05.173519000 EDT,127.0.0.1,127.0.0.1,60607,1887,,,,,41700,TCP,60607 → 1887 [PSH, ACK] Seq=35462337 Ack=513 Win=512 Len=41634 TSval=3721664432 TSecr=3721664432
19154,Apr 21, 2024 13:53:05.173608000 EDT,127.0.0.1,127.0.0.1,60607,1887,,,,,65549,TCP,60607 → 1887 [ACK] Seq=35503971 Ack=513 Win=512 Len=65483 TSval=3721664432 TSecr=3721664432
19155,Apr 21, 2024 13:53:05.173679000 EDT,127.0.0.1,127.0.0.1,60607,1887,,,,,65549,TCP,60607 → 1887 [ACK] Seq=35569454 Ack=513 Win=512 Len=65483 TSval=3721664432 TSecr=3721664432
